reference_product,unit,process_role,category,dataset_count
"waste concrete, not reinforced",kilogram,market,waste treatment/Construction waste/Market,3
"waste concrete, not reinforced",kilogram,market,waste treatment/Others/Obsolete,1
"waste concrete, not reinforced",kilogram,transformation,waste treatment/Construction waste/Transformation,9
waste electric and electronic equipment,kilogram,market,waste treatment/Electronics waste/Market,1
waste electric and electronic equipment,kilogram,transformation,waste treatment/Electronics waste/Transformation,1
waste electric wiring,kilogram,market,waste treatment/Electronics waste/Market,2
waste electric wiring,kilogram,market,waste treatment/Others/Obsolete,1
waste electric wiring,kilogram,transformation,waste treatment/Electronics waste/Transformation,2
waste emulsion paint,kilogram,market,waste treatment/Others/Market,3
waste emulsion paint,kilogram,market,waste treatment/Others/Obsolete,1
waste emulsion paint,kilogram,transformation,waste treatment/Incineration/Hazardous waste incineration/Transformation,6
waste emulsion paint,kilogram,transformation,waste treatment/Incineration/Municipal incineration/Transformation,4
waste emulsion paint,kilogram,transformation,waste treatment/Landfill/Inert material landfill/Transformation,3
waste emulsion paint,kilogram,transformation,waste treatment/Landfill/Sanitary landfill/Transformation,3
"waste emulsion paint, on wall",kilogram,market,waste treatment/Others/Market,1
"waste emulsion paint, on wall",kilogram,transformation,waste treatment/Others/Transformation,4
"waste emulsion paint, on wood",kilogram,market,waste treatment/Others/Market,1
"waste emulsion paint, on wood",kilogram,transformation,waste treatment/Others/Transformation,2
"waste emulsion paint, separated",kilogram,market,waste treatment/Others/Market,1
"waste emulsion paint, separated",kilogram,transformation,waste treatment/Others/Transformation,2
waste expanded polystyrene,kilogram,market,waste treatment/Others/Obsolete,1
waste expanded polystyrene,kilogram,market,waste treatment/Plastics/Market,2
waste expanded polystyrene,kilogram,transformation,waste treatment/Incineration/Municipal incineration/Transformation,3
waste fibreboard,kilogram,market,waste treatment/Construction waste/Market,2
waste fibreboard,kilogram,market,waste treatment/Others/Obsolete,1
waste fibreboard,kilogram,transformation,waste treatment/Construction waste/Transformation,2
waste foundry sand,kilogram,market,waste treatment/Others/Market,1
waste foundry sand,kilogram,transformation,waste treatment/Others/Transformation,2
waste frit from cathode ray tube production,kilogram,market,waste treatment/Electronics waste/Market,1
waste frit from cathode ray tube production,kilogram,transformation,waste treatment/Landfill/Residual material landfill/Transformation,2
waste glass,kilogram,market,waste treatment/Construction waste/Market,45
waste glass,kilogram,market,waste treatment/Others/Obsolete,2
waste glass,kilogram,transformation,waste treatment/Construction waste/Transformation,12
waste glass,kilogram,transformation,waste treatment/Incineration/Municipal incineration/Transformation,3
waste glass,kilogram,transformation,waste treatment/Landfill/Inert material landfill/Transformation,1
waste glass,kilogram,transformation,waste treatment/Others/Obsolete,1
waste glass pane in burnable frame,kilogram,market,waste treatment/Construction waste/Market,2
waste glass pane in burnable frame,kilogram,market,waste treatment/Others/Obsolete,1
waste glass pane in burnable frame,kilogram,transformation,waste treatment/Construction waste/Transformation,4
waste glass pane in burnable frame,kilogram,transformation,waste treatment/Others/Obsolete,1
waste glass sheet,kilogram,market,waste treatment/Construction waste/Market,3
waste glass sheet,kilogram,market,waste treatment/Others/Obsolete,1
waste glass sheet,kilogram,transformation,waste treatment/Construction waste/Transformation,6
waste graphical paper,kilogram,market,waste treatment/Others/Obsolete,2
waste graphical paper,kilogram,market,waste treatment/Paper+ Board/Market,45
waste graphical paper,kilogram,transformation,waste treatment/Incineration/Municipal incineration/Transformation,3
waste graphical paper,kilogram,transformation,waste treatment/Landfill/Sanitary landfill/Transformation,2
waste graphical paper,kilogram,transformation,waste treatment/Others/Obsolete,2
waste graphical paper,kilogram,transformation,waste treatment/Paper+ Board/Transformation,11
waste gypsum,kilogram,market,waste treatment/Construction waste/Market,3
waste gypsum,kilogram,market,waste treatment/Others/Obsolete,1
waste gypsum,kilogram,transformation,waste treatment/Landfill/Inert material landfill/Transformation,3
waste gypsum,kilogram,transformation,waste treatment/Landfill/Sanitary landfill/Transformation,3
waste gypsum plasterboard,kilogram,market,waste treatment/Construction waste/Market,1
waste gypsum plasterboard,kilogram,transformation,waste treatment/Construction waste/Transformation,3
waste gypsum plasterboard,kilogram,transformation,waste treatment/Others/Obsolete,1
waste mineral oil,kilogram,market,waste treatment/Construction waste/Market,3
waste mineral oil,kilogram,market,waste treatment/Others/Obsolete,1
waste mineral oil,kilogram,transformation,waste treatment/Construction waste/Transformation,5
waste mineral oil,kilogram,transformation,waste treatment/Incineration/Hazardous waste incineration/Transformation,6
waste mineral plaster,kilogram,market,waste treatment/Construction waste/Market,2
waste mineral plaster,kilogram,market,waste treatment/Others/Obsolete,1
waste mineral plaster,kilogram,transformation,waste treatment/Construction waste/Transformation,4
waste mineral wool,kilogram,market,waste treatment/Construction waste/Market,3
waste mineral wool,kilogram,market,waste treatment/Others/Obsolete,1
waste mineral wool,kilogram,transformation,waste treatment/Construction waste/Transformation,9
"waste mineral wool, for final disposal",kilogram,market,waste treatment/Construction waste/Market,3
"waste mineral wool, for final disposal",kilogram,market,waste treatment/Others/Obsolete,1
"waste mineral wool, for final disposal",kilogram,transformation,waste treatment/Landfill/Inert material landfill/Transformation,3
"waste mixed aggregates, from demolition",kilogram,market,waste treatment/Wastewater treatment/Market,1
"waste mixed aggregates, from demolition",kilogram,transformation,waste treatment/Construction waste/Transformation,3
"waste natural gas, sour",megajoule,market,waste treatment/Others/Market,1
"waste natural gas, sour",megajoule,transformation,waste treatment/Others/Transformation,1
"waste natural gas, sweet",megajoule,market,waste treatment/Others/Market,1
"waste natural gas, sweet",megajoule,transformation,waste treatment/Others/Transformation,1
waste newspaper,kilogram,market,material/Paper+ Board/Waste paper/Market,1
waste newspaper,kilogram,transformation,material/Paper+ Board/Waste paper/Transformation,1
"waste packaging glass, unsorted",kilogram,market,material/Glass/Waste glass/Market,1
"waste packaging glass, unsorted",kilogram,market,waste treatment/Others/Obsolete,1
"waste packaging glass, unsorted",kilogram,transformation,material/Glass/Waste glass/Transformation,1
"waste packaging glass, unsorted",kilogram,transformation,processing/Others/Obsolete,1
waste packaging paper,kilogram,market,material/Paper+ Board/Waste paper/Market,45
waste packaging paper,kilogram,market,processing/Others/Obsolete,1
waste packaging paper,kilogram,market,waste treatment/Others/Obsolete,45
waste packaging paper,kilogram,transformation,material/Paper+ Board/Waste paper/Transformation,1
waste paint,kilogram,market,waste treatment/Others/Market,3
waste paint,kilogram,market,waste treatment/Others/Obsolete,1
waste paint,kilogram,transformation,waste treatment/Construction waste/Transformation,5
waste paint,kilogram,transformation,waste treatment/Incineration/Hazardous waste incineration/Transformation,6
waste paint,kilogram,transformation,waste treatment/Incineration/Municipal incineration/Transformation,4
waste paint,kilogram,transformation,waste treatment/Landfill/Inert material landfill/Transformation,3
waste paint,kilogram,transformation,waste treatment/Landfill/Sanitary landfill/Transformation,3
waste paint on metal,kilogram,market,waste treatment/Construction waste/Market,2
waste paint on metal,kilogram,market,waste treatment/Others/Obsolete,1
waste paint on metal,kilogram,transformation,waste treatment/Construction waste/Transformation,4
waste paint on wall,kilogram,market,waste treatment/Construction waste/Market,1
waste paint on wall,kilogram,transformation,waste treatment/Construction waste/Transformation,4
waste paint on wood,kilogram,market,waste treatment/Construction waste/Market,2
waste paint on wood,kilogram,market,waste treatment/Others/Obsolete,1
waste paint on wood,kilogram,transformation,waste treatment/Construction waste/Transformation,2
"waste paint, collection for hazardous waste incineration",kilogram,market,waste treatment/Others/Obsolete,1
"waste paint, collection for hazardous waste incineration",kilogram,transformation,waste treatment/Others/Obsolete,2
waste paper sorting facility,unit,market,material/Paper+ Board/Waste paper/Market/Infrastructure,1
waste paper sorting facility,unit,transformation,material/Paper+ Board/Waste paper/Transformation/Infrastructure,2
"waste paper, sorted",kilogram,market,material/Paper+ Board/Waste paper/Market,1
"waste paper, sorted",kilogram,market,waste treatment/Others/Obsolete,1
"waste paper, sorted",kilogram,transformation,material/Paper+ Board/Waste paper/Transformation,4
"waste paper, unsorted",kilogram,market,material/Paper+ Board/Waste paper/Market,3
"waste paper, unsorted",kilogram,market,waste treatment/Others/Obsolete,3
"waste paper, unsorted",kilogram,transformation,material/Others/Obsolete,1
"waste paper, unsorted",kilogram,transformation,material/Paper+ Board/Waste paper/Transformation,1
waste paperboard,kilogram,market,waste treatment/Others/Obsolete,2
waste paperboard,kilogram,market,waste treatment/Paper+ Board/Market,45
waste paperboard,kilogram,transformation,waste treatment/Incineration/Municipal incineration/Transformation,3
waste paperboard,kilogram,transformation,waste treatment/Landfill/Inert material landfill/Transformation,2
waste paperboard,kilogram,transformation,waste treatment/Landfill/Sanitary landfill/Transformation,2
waste paperboard,kilogram,transformation,waste treatment/Others/Obsolete,6
waste paperboard,kilogram,transformation,waste treatment/Paper+ Board/Transformation,11
"waste paperboard, sorted",kilogram,market,material/Paper+ Board/Waste paper/Market,1
"waste paperboard, sorted",kilogram,transformation,material/Paper+ Board/Waste paper/Transformation,4
"waste paperboard, unsorted",kilogram,market,material/Paper+ Board/Waste paper/Market,3
"waste paperboard, unsorted",kilogram,market,waste treatment/Others/Obsolete,4
"waste paperboard, unsorted",kilogram,transformation,material/Paper+ Board/Waste paper/Transformation,1
waste plaster-cardboard sandwich,kilogram,market,waste treatment/Others/Market,1
waste plaster-cardboard sandwich,kilogram,transformation,waste treatment/Others/Obsolete,1
waste plaster-cardboard sandwich,kilogram,transformation,waste treatment/Paper+ Board/Transformation,3
waste plastic plaster,kilogram,market,waste treatment/Construction waste/Market,1
waste plastic plaster,kilogram,transformation,waste treatment/Construction waste/Transformation,2
waste plastic plaster,kilogram,transformation,waste treatment/Others/Obsolete,1
"waste plastic plaster, for final disposal",kilogram,market,waste treatment/Construction waste/Market,2
"waste plastic plaster, for final disposal",kilogram,market,waste treatment/Others/Obsolete,1
"waste plastic plaster, for final disposal",kilogram,transformation,waste treatment/Landfill/Inert material landfill/Transformation,2
"waste plastic plaster, for final disposal",kilogram,transformation,waste treatment/Landfill/Sanitary landfill/Transformation,2
"waste plastic, consumer electronics",kilogram,market,waste treatment/Others/Obsolete,1
"waste plastic, consumer electronics",kilogram,market,waste treatment/Plastics/Market,2
"waste plastic, consumer electronics",kilogram,transformation,waste treatment/Electronics waste/Transformation,3
"waste plastic, consumer electronics",kilogram,transformation,waste treatment/Incineration/Municipal incineration/Transformation,3
"waste plastic, consumer electronics, sorted",kilogram,market,material/Plastics/Recycling/Transformation,1
"waste plastic, consumer electronics, sorted",kilogram,transformation,material/Plastics/Recycling/Transformation,3
"waste plastic, consumer electronics, sorted",kilogram,transformation,waste treatment/Others/Obsolete,3
"waste plastic, consumer electronics, unsorted",kilogram,market,material/Plastics/Recycling/Market,2
"waste plastic, consumer electronics, unsorted",kilogram,market,waste treatment/Others/Obsolete,2
"waste plastic, consumer electronics, unsorted",kilogram,transformation,material/Plastics/Recycling/Transformation,1
"waste plastic, consumer electronics, unsorted",kilogram,transformation,waste treatment/Others/Obsolete,1
"waste plastic, industrial electronics",kilogram,market,waste treatment/Others/Obsolete,1
"waste plastic, industrial electronics",kilogram,market,waste treatment/Plastics/Market,2
"waste plastic, industrial electronics",kilogram,transformation,waste treatment/Incineration/Municipal incineration/Transformation,3
"waste plastic, mixture",kilogram,market,waste treatment/Others/Obsolete,2
"waste plastic, mixture",kilogram,market,waste treatment/Plastics/Market,45
"waste plastic, mixture",kilogram,transformation,waste treatment/Construction waste/Transformation,6
"waste plastic, mixture",kilogram,transformation,waste treatment/Incineration/Municipal incineration/Transformation,3
"waste plastic, mixture",kilogram,transformation,waste treatment/Landfill/Sanitary landfill/Transformation,2
"waste plastic, mixture",kilogram,transformation,waste treatment/Others/Obsolete,2
"waste plastic, mixture",kilogram,transformation,waste treatment/Plastics/Transformation,11
waste polyethylene,kilogram,market,waste treatment/Others/Obsolete,2
waste polyethylene,kilogram,market,waste treatment/Plastics/Market,45
waste polyethylene,kilogram,transformation,waste treatment/Incineration/Municipal incineration/Transformation,3
waste polyethylene,kilogram,transformation,waste treatment/Landfill/Sanitary landfill/Transformation,2
waste polyethylene,kilogram,transformation,waste treatment/Others/Obsolete,2
waste polyethylene,kilogram,transformation,waste treatment/Plastics/Transformation,11
waste polyethylene terephtalate,kilogram,market,waste treatment/Others/Obsolete,4
waste polyethylene terephtalate,kilogram,transformation,waste treatment/Others/Obsolete,7
waste polyethylene terephthalate,kilogram,market,waste treatment/Plastics/Market,45
waste polyethylene terephthalate,kilogram,transformation,waste treatment/Plastics/Transformation,16
"waste polyethylene terephthalate, for recycling, sorted",kilogram,market,material/Plastics/Recycling/Market,4
"waste polyethylene terephthalate, for recycling, sorted",kilogram,transformation,material/Plastics/Recycling/Transformation,5
"waste polyethylene terephthalate, for recycling, unsorted",kilogram,market,material/Plastics/Recycling/Market,4
"waste polyethylene terephthalate, for recycling, unsorted",kilogram,transformation,material/Plastics/Recycling/Transformation,1
"waste polyethylene, for recycling, sorted",kilogram,market,material/Plastics/Recycling/Market,4
"waste polyethylene, for recycling, sorted",kilogram,transformation,material/Plastics/Recycling/Transformation,5
"waste polyethylene, for recycling, sorted",kilogram,transformation,waste treatment/Others/Obsolete,4
"waste polyethylene, for recycling, unsorted",kilogram,market,material/Plastics/Recycling/Market,4
"waste polyethylene, for recycling, unsorted",kilogram,market,waste treatment/Others/Obsolete,4
"waste polyethylene, for recycling, unsorted",kilogram,transformation,material/Plastics/Recycling/Transformation,1
waste polyethylene/polypropylene product,kilogram,market,waste treatment/Others/Obsolete,1
waste polyethylene/polypropylene product,kilogram,market,waste treatment/Plastics/Market,3
waste polyethylene/polypropylene product,kilogram,transformation,waste treatment/Landfill/Sanitary landfill/Transformation,3
waste polypropylene,kilogram,market,waste treatment/Others/Obsolete,1
waste polypropylene,kilogram,market,waste treatment/Plastics/Market,45
waste polypropylene,kilogram,transformation,waste treatment/Incineration/Municipal incineration/Transformation,3
waste polypropylene,kilogram,transformation,waste treatment/Landfill/Sanitary landfill/Transformation,2
waste polypropylene,kilogram,transformation,waste treatment/Plastics/Transformation,11
waste polystyrene,kilogram,market,waste treatment/Others/Obsolete,2
waste polystyrene,kilogram,market,waste treatment/Plastics/Market,45
waste polystyrene,kilogram,transformation,waste treatment/Incineration/Municipal incineration/Transformation,3
waste polystyrene,kilogram,transformation,waste treatment/Landfill/Sanitary landfill/Transformation,2
waste polystyrene,kilogram,transformation,waste treatment/Others/Obsolete,2
waste polystyrene,kilogram,transformation,waste treatment/Plastics/Transformation,11
"waste polystyrene isolation, flame-retardant",kilogram,market,waste treatment/Others/Obsolete,1
"waste polystyrene isolation, flame-retardant",kilogram,market,waste treatment/Plastics/Market,3
"waste polystyrene isolation, flame-retardant",kilogram,transformation,waste treatment/Construction waste/Transformation,3
waste polyurethane,kilogram,market,waste treatment/Others/Obsolete,2
waste polyurethane,kilogram,market,waste treatment/Plastics/Market,45
waste polyurethane,kilogram,transformation,waste treatment/Incineration/Municipal incineration/Transformation,3
waste polyurethane,kilogram,transformation,waste treatment/Landfill/Inert material landfill/Transformation,2
waste polyurethane,kilogram,transformation,waste treatment/Landfill/Sanitary landfill/Transformation,2
waste polyurethane,kilogram,transformation,waste treatment/Others/Obsolete,3
waste polyurethane,kilogram,transformation,waste treatment/Plastics/Transformation,11
waste polyurethane foam,kilogram,market,waste treatment/Others/Obsolete,1
waste polyurethane foam,kilogram,market,waste treatment/Plastics/Market,2
waste polyurethane foam,kilogram,transformation,waste treatment/Construction waste/Transformation,2
waste polyurethane seal,kilogram,market,waste treatment/Construction waste/Market,1
waste polyurethane seal,kilogram,transformation,waste treatment/Construction waste/Transformation,4
waste polyvinylchloride,kilogram,market,waste treatment/Others/Obsolete,2
waste polyvinylchloride,kilogram,market,waste treatment/Plastics/Market,45
waste polyvinylchloride,kilogram,transformation,waste treatment/Incineration/Municipal incineration/Transformation,3
waste polyvinylchloride,kilogram,transformation,waste treatment/Landfill/Sanitary landfill/Transformation,2
waste polyvinylchloride,kilogram,transformation,waste treatment/Others/Obsolete,2
waste polyvinylchloride,kilogram,transformation,waste treatment/Plastics/Transformation,11
waste polyvinylchloride product,kilogram,market,waste treatment/Others/Obsolete,1
waste polyvinylchloride product,kilogram,market,waste treatment/Plastics/Market,3
waste polyvinylchloride product,kilogram,transformation,waste treatment/Construction waste/Transformation,3
waste polyvinylfluoride,kilogram,market,waste treatment/Others/Obsolete,1
waste polyvinylfluoride,kilogram,market,waste treatment/Plastics/Market,2
waste polyvinylfluoride,kilogram,transformation,waste treatment/Incineration/Municipal incineration/Transformation,3
waste preparation facility,unit,market,processing/Waste/Market/Infrastructure,1
waste preparation facility,unit,transformation,processing/Waste/Transformation/Infrastructure,2
waste refinery gas,megajoule,market,waste treatment/Others/Market,1
waste refinery gas,megajoule,transformation,waste treatment/Others/Transformation,1
waste reinforced concrete,kilogram,market,waste treatment/Construction waste/Market,3
waste reinforced concrete,kilogram,market,waste treatment/Others/Obsolete,1
waste reinforced concrete,kilogram,transformation,waste treatment/Construction waste/Transformation,9
waste reinforced plasterboard,kilogram,market,waste treatment/Construction waste/Market,1
waste reinforced plasterboard,kilogram,transformation,waste treatment/Construction waste/Transformation,3
waste reinforced plasterboard,kilogram,transformation,waste treatment/Others/Obsolete,1
waste reinforcement steel,kilogram,market,waste treatment/Construction waste/Market,2
waste reinforcement steel,kilogram,market,waste treatment/Others/Obsolete,1
waste reinforcement steel,kilogram,transformation,waste treatment/Construction waste/Transformation,6
"waste rubber, unspecified",kilogram,market,waste treatment/Others/Market,3
"waste rubber, unspecified",kilogram,market,waste treatment/Others/Obsolete,1
"waste rubber, unspecified",kilogram,transformation,waste treatment/Incineration/Municipal incineration/Transformation,4
"waste rubber, unspecified",kilogram,transformation,waste treatment/Others/Transformation,2
"waste sealing sheet, polyethylene",kilogram,market,waste treatment/Others/Obsolete,1
"waste sealing sheet, polyethylene",kilogram,market,waste treatment/Plastics/Market,2
"waste sealing sheet, polyethylene",kilogram,transformation,waste treatment/Incineration/Municipal incineration/Transformation,3
"waste sealing sheet, polyvinylchloride",kilogram,market,waste treatment/Plastics/Market,2
"waste sealing sheet, polyvinylchloride",kilogram,transformation,waste treatment/Incineration/Municipal incineration/Transformation,3
"waste textile, soiled",kilogram,market,waste treatment/Others/Market,2
"waste textile, soiled",kilogram,market,waste treatment/Others/Obsolete,1
"waste textile, soiled",kilogram,transformation,waste treatment/Incineration/Municipal incineration/Transformation,3
"waste textile, soiled",kilogram,transformation,waste treatment/Others/Transformation,2
"waste vapour barrier, flame-retarded",kilogram,market,waste treatment/Others/Market,2
"waste vapour barrier, flame-retarded",kilogram,transformation,waste treatment/Construction waste/Transformation,3
waste wire plastic,kilogram,market,waste treatment/Others/Obsolete,1
waste wire plastic,kilogram,market,waste treatment/Plastics/Market,2
waste wire plastic,kilogram,transformation,waste treatment/Incineration/Municipal incineration/Transformation,3
"waste wood pole, chrome preserved",kilogram,market,waste treatment/Others/Obsolete,1
"waste wood pole, chrome preserved",kilogram,market,waste treatment/Wood/Market,2
"waste wood pole, chrome preserved",kilogram,transformation,waste treatment/Incineration/Municipal incineration/Transformation,3
"waste wood, post-consumer",kilogram,market,material/Wood/Byproducts/Market,2
"waste wood, post-consumer",kilogram,market,waste treatment/Others/Obsolete,3
"waste wood, post-consumer",kilogram,transformation,material/Wood/Byproducts/Transformation,1
"waste wood, untreated",kilogram,market,waste treatment/Others/Obsolete,2
"waste wood, untreated",kilogram,market,waste treatment/Wood/Market,45
"waste wood, untreated",kilogram,transformation,waste treatment/Construction waste/Transformation,5
"waste wood, untreated",kilogram,transformation,waste treatment/Incineration/Municipal incineration/Transformation,3
"waste wood, untreated",kilogram,transformation,waste treatment/Landfill/Sanitary landfill/Transformation,2
"waste wood, untreated",kilogram,transformation,waste treatment/Others/Obsolete,1
"waste wood, untreated",kilogram,transformation,waste treatment/Wood/Transformation,15
waste x-ray film,kilogram,market,waste treatment/Others/Market,1
waste x-ray film,kilogram,transformation,waste treatment/Others/Transformation,1
waste yarn and waste textile,kilogram,market,waste treatment/Others/Market,1
waste yarn and waste textile,kilogram,transformation,waste treatment/Others/Transformation,2
waste zeolite,kilogram,market,waste treatment/Others/Market,2
waste zeolite,kilogram,market,waste treatment/Others/Obsolete,1
waste zeolite,kilogram,transformation,waste treatment/Landfill/Inert material landfill/Transformation,2
"waste, electrical and electronic cables",kilogram,market,waste treatment/Electronics waste/Market,1
"waste, electrical and electronic cables",kilogram,transformation,waste treatment/Electronics waste/Transformation,2
"waste, from silicon wafer production",kilogram,market,waste treatment/Others/Market,1
"waste, from silicon wafer production",kilogram,transformation,waste treatment/Underground deposit/Transformation,2
"waste, from silicon wafer production, inorganic",kilogram,market,waste treatment/Others/Market,1
"waste, from silicon wafer production, inorganic",kilogram,transformation,waste treatment/Landfill/Residual material landfill/Transformation,2
"waste, pneumatic tyres",kilogram,market,waste treatment/Others/Market,1
"waste, pneumatic tyres",kilogram,transformation,waste treatment/Others/Transformation,2
wastewater from ammonium paratungstate production,cubic meter,market,waste treatment/Others/Market,2
wastewater from ammonium paratungstate production,cubic meter,transformation,waste treatment/Wastewater treatment/Transformation,2
wastewater from anaerobic digestion of whey,cubic meter,market,waste treatment/Others/Obsolete,1
wastewater from anaerobic digestion of whey,cubic meter,market,waste treatment/Wastewater treatment/Market,2
wastewater from anaerobic digestion of whey,cubic meter,transformation,waste treatment/Wastewater treatment/Transformation,2
wastewater from black chrome coating,cubic meter,market,waste treatment/Others/Obsolete,1
wastewater from black chrome coating,cubic meter,market,waste treatment/Wastewater treatment/Market,2
wastewater from black chrome coating,cubic meter,transformation,waste treatment/Wastewater treatment/Transformation,2
wastewater from cathode ray tube production,cubic meter,market,waste treatment/Others/Obsolete,1
wastewater from cathode ray tube production,cubic meter,market,waste treatment/Wastewater treatment/Market,2
wastewater from cathode ray tube production,cubic meter,transformation,waste treatment/Wastewater treatment/Transformation,2
wastewater from ceramic production,cubic meter,market,waste treatment/Others/Obsolete,1
wastewater from ceramic production,cubic meter,market,waste treatment/Wastewater treatment/Market,2
wastewater from ceramic production,cubic meter,transformation,waste treatment/Wastewater treatment/Transformation,2
wastewater from concrete production,cubic meter,market,waste treatment/Others/Obsolete,1
wastewater from concrete production,cubic meter,market,waste treatment/Wastewater treatment/Market,2
wastewater from concrete production,cubic meter,transformation,waste treatment/Wastewater treatment/Transformation,2
wastewater from glass production,cubic meter,market,waste treatment/Others/Obsolete,1
wastewater from glass production,cubic meter,market,waste treatment/Wastewater treatment/Market,2
wastewater from glass production,cubic meter,transformation,waste treatment/Wastewater treatment/Transformation,2
wastewater from grass refinery,cubic meter,market,waste treatment/Others/Obsolete,1
wastewater from grass refinery,cubic meter,market,waste treatment/Wastewater treatment/Market,2
wastewater from grass refinery,cubic meter,transformation,waste treatment/Wastewater treatment/Transformation,2
wastewater from ground granulated blast furnace slag production,cubic meter,market,waste treatment/Others/Obsolete,1
wastewater from ground granulated blast furnace slag production,cubic meter,market,waste treatment/Wastewater treatment/Market,2
wastewater from ground granulated blast furnace slag production,cubic meter,transformation,waste treatment/Wastewater treatment/Transformation,2
wastewater from hard fibreboard production,cubic meter,market,waste treatment/Others/Obsolete,1
wastewater from hard fibreboard production,cubic meter,market,waste treatment/Wastewater treatment/Market,2
wastewater from hard fibreboard production,cubic meter,transformation,waste treatment/Wastewater treatment/Transformation,2
wastewater from liquid crystal display backlight production,cubic meter,market,waste treatment/Others/Obsolete,1
wastewater from liquid crystal display backlight production,cubic meter,market,waste treatment/Wastewater treatment/Market,2
wastewater from liquid crystal display backlight production,cubic meter,transformation,waste treatment/Wastewater treatment/Transformation,2
wastewater from liquid crystal display production,cubic meter,market,waste treatment/Others/Obsolete,1
wastewater from liquid crystal display production,cubic meter,market,waste treatment/Wastewater treatment/Market,2
wastewater from liquid crystal display production,cubic meter,transformation,waste treatment/Wastewater treatment/Transformation,2
wastewater from liquid crystal production,cubic meter,market,waste treatment/Others/Obsolete,1
wastewater from liquid crystal production,cubic meter,market,waste treatment/Wastewater treatment/Market,2
wastewater from liquid crystal production,cubic meter,transformation,waste treatment/Wastewater treatment/Transformation,2
wastewater from lorry production,cubic meter,market,waste treatment/Others/Obsolete,1
wastewater from lorry production,cubic meter,market,waste treatment/Wastewater treatment/Market,2
wastewater from lorry production,cubic meter,transformation,waste treatment/Wastewater treatment/Transformation,2
wastewater from maize starch production,cubic meter,market,waste treatment/Others/Obsolete,1
wastewater from maize starch production,cubic meter,market,waste treatment/Wastewater treatment/Market,2
wastewater from maize starch production,cubic meter,transformation,waste treatment/Wastewater treatment/Transformation,2
wastewater from medium density board production,cubic meter,market,waste treatment/Others/Obsolete,1
wastewater from medium density board production,cubic meter,market,waste treatment/Wastewater treatment/Market,2
wastewater from medium density board production,cubic meter,transformation,waste treatment/Wastewater treatment/Transformation,2
wastewater from particle board production,cubic meter,market,waste treatment/Wastewater treatment/Market,2
wastewater from particle board production,cubic meter,transformation,waste treatment/Wastewater treatment/Transformation,2
wastewater from particleboard production,cubic meter,market,waste treatment/Others/Obsolete,1
wastewater from pig iron production,cubic meter,market,waste treatment/Others/Obsolete,1
wastewater from pig iron production,cubic meter,market,waste treatment/Wastewater treatment/Market,3
wastewater from pig iron production,cubic meter,transformation,waste treatment/Wastewater treatment/Transformation,3
wastewater from plywood production,cubic meter,market,waste treatment/Others/Obsolete,1
wastewater from plywood production,cubic meter,market,waste treatment/Wastewater treatment/Market,2
wastewater from plywood production,cubic meter,transformation,waste treatment/Wastewater treatment/Transformation,2
wastewater from potato starch production,cubic meter,market,waste treatment/Others/Obsolete,1
wastewater from potato starch production,cubic meter,market,waste treatment/Wastewater treatment/Market,2
wastewater from potato starch production,cubic meter,transformation,waste treatment/Wastewater treatment/Transformation,2
wastewater from PV cell production,cubic meter,market,waste treatment/Others/Obsolete,1
wastewater from PV cell production,cubic meter,market,waste treatment/Wastewater treatment/Market,2
wastewater from PV cell production,cubic meter,transformation,waste treatment/Wastewater treatment/Transformation,2
wastewater from soft fibreboard production,cubic meter,market,waste treatment/Others/Obsolete,1
wastewater from soft fibreboard production,cubic meter,market,waste treatment/Wastewater treatment/Market,2
wastewater from soft fibreboard production,cubic meter,transformation,waste treatment/Wastewater treatment/Transformation,2
wastewater from textile production,cubic meter,market,waste treatment/Wastewater treatment/Market,1
wastewater from textile production,cubic meter,transformation,waste treatment/Wastewater treatment/Transformation,1
wastewater from tube collector production,cubic meter,market,waste treatment/Others/Obsolete,1
wastewater from tube collector production,cubic meter,market,waste treatment/Wastewater treatment/Market,2
wastewater from tube collector production,cubic meter,transformation,waste treatment/Wastewater treatment/Transformation,2
wastewater from vegetable oil refinery,cubic meter,market,waste treatment/Wastewater treatment/Market,1
wastewater from vegetable oil refinery,cubic meter,transformation,waste treatment/Wastewater treatment/Transformation,1
wastewater from wafer fabrication,cubic meter,market,waste treatment/Others/Obsolete,1
wastewater from wafer fabrication,cubic meter,market,waste treatment/Wastewater treatment/Market,2
wastewater from wafer fabrication,cubic meter,transformation,waste treatment/Wastewater treatment/Transformation,2
"wastewater treatment facility, capacity 1.1E10l/year",unit,market,processing/Waste/Market/Infrastructure,1
"wastewater treatment facility, capacity 1.1E10l/year",unit,transformation,processing/Others/Obsolete,2
"wastewater treatment facility, capacity 1.1E10l/year",unit,transformation,processing/Waste/Transformation/Infrastructure,1
"wastewater treatment facility, capacity 1.6E8l/year",unit,market,processing/Waste/Market/Infrastructure,1
"wastewater treatment facility, capacity 1.6E8l/year",unit,transformation,processing/Waste/Transformation/Infrastructure,3
"wastewater treatment facility, capacity 1E9l/year",unit,market,processing/Waste/Market/Infrastructure,1
"wastewater treatment facility, capacity 1E9l/year",unit,transformation,processing/Others/Obsolete,2
"wastewater treatment facility, capacity 1E9l/year",unit,transformation,processing/Waste/Transformation/Infrastructure,1
"wastewater treatment facility, capacity 4.7E10l/year",unit,market,processing/Others/Obsolete,1
