name,reference product,location,unit,outcome,previous_confidence,candidate_confidence,candidate_deprecated,candidate_geographic_proxy,evidence,previous_target,candidate_target,candidate_method,candidate_reasoning,lineage_kind,lineage_scope,lineage_file,lineage_source,lineage_comment,lineage_fit,lineage_confidence,lineage_flags,screening_flags,followup_outcome,followup_reason,final_confidence
"market for wood ash mixture, pure","wood ash mixture, pure",CH,kilogram,same_target,0.44574,0.625,False,False,Both mappings select the identical target.,"{""location"": ""CH"", ""name"": ""Disposal, wood ash mixture, pure, 0% water, to landfarming"", ""reference product"": ""Disposal, wood ash mixture, pure, 0% water, to landfarming"", ""unit"": ""kilogram""}","{""location"": ""CH"", ""name"": ""Disposal, wood ash mixture, pure, 0% water, to landfarming"", ""reference product"": ""Disposal, wood ash mixture, pure, 0% water, to landfarming"", ""unit"": ""kilogram""}",heuristic,[Algorithm] String-similarity match kept >=0.50. VERIFY.,algorithmic,not_applicable,,,,,,,,same_target_score_unchanged,Agreement and provenance are not independent inventory validation or score calibration.,0.44574
"carbon fibre reinforced plastic, injection moulded","carbon fibre reinforced plastic, injection moulded",GLO,kilogram,same_target,0.445769,0.7,False,True,Both mappings select the identical target.,"{""location"": ""RER"", ""name"": ""Glass fibre reinforced plastic, polyamide, injection moulding, at plant"", ""reference product"": ""Glass fibre reinforced plastic, polyamide, injection moulding, at plant"", ""unit"": ""kilogram""}","{""location"": ""RER"", ""name"": ""Glass fibre reinforced plastic, polyamide, injection moulding, at plant"", ""reference product"": ""Glass fibre reinforced plastic, polyamide, injection moulding, at plant"", ""unit"": ""kilogram""}",review,[Manual] good proxy:  | Reviewed by hand (Karin).,recorded_decision,exact_source,mapping_decisions.json,"{""location"": ""GLO"", ""name"": ""carbon fibre reinforced plastic, injection moulded"", ""reference product"": ""carbon fibre reinforced plastic, injection moulded"", ""unit"": ""kilogram""}",,good proxy,0.7,,geographic_proxy,same_target_score_unchanged,Agreement and provenance are not independent inventory validation or score calibration.,0.445769
"treatment of used window frame, wood, collection for final disposal","used window frame, wood",CH,square meter,same_target,0.445786,0.7,True,False,Both mappings select the identical target.,"{""location"": ""CH"", ""name"": ""xxx Disposal, building, window frame, wood, to final disposal"", ""reference product"": ""xxx Disposal, building, window frame, wood, to final disposal"", ""unit"": ""square meter""}","{""location"": ""CH"", ""name"": ""xxx Disposal, building, window frame, wood, to final disposal"", ""reference product"": ""xxx Disposal, building, window frame, wood, to final disposal"", ""unit"": ""square meter""}",disposal_fuzzy,[Rule disposal-fuzzy] Best Disposal/Treatment target of same unit at >=0.45.,algorithmic,not_applicable,,,,,,,deprecated_target,same_target_score_unchanged,Agreement and provenance are not independent inventory validation or score calibration.,0.445786
treatment of tallow to esterquat,esterquat,RER,kilogram,same_target,0.44587,1,True,False,Both mappings select the identical target.,"{""location"": ""RER"", ""name"": ""xx Esterquat, tallow, at plant"", ""reference product"": ""xx Esterquat, tallow, at plant"", ""unit"": ""kilogram""}","{""location"": ""RER"", ""name"": ""xx Esterquat, tallow, at plant"", ""reference product"": ""xx Esterquat, tallow, at plant"", ""unit"": ""kilogram""}",review,[Manual] exact:  | Reviewed by hand (Karin).,recorded_decision,exact_source,mapping_decisions.json,"{""location"": ""RER"", ""name"": ""treatment of tallow to esterquat"", ""reference product"": ""esterquat"", ""unit"": ""kilogram""}",,exact,1.0,,deprecated_target,same_target_score_unchanged,Agreement and provenance are not independent inventory validation or score calibration.,0.44587
"generator production, 200kW electrical","generator, 200kW electrical",RER,unit,same_target,0.4459,1,False,False,Both mappings select the identical target.,"{""location"": ""RER"", ""name"": ""Generator 200kWe"", ""reference product"": ""Generator 200kWe"", ""unit"": ""unit""}","{""location"": ""RER"", ""name"": ""Generator 200kWe"", ""reference product"": ""Generator 200kWe"", ""unit"": ""unit""}",review,[Manual] exact:  | Reviewed by hand (Karin).,recorded_decision,exact_source,mapping_decisions.json,"{""location"": ""RER"", ""name"": ""generator production, 200kW electrical"", ""reference product"": ""generator, 200kW electrical"", ""unit"": ""unit""}",,exact,1.0,,,same_target_score_unchanged,Agreement and provenance are not independent inventory validation or score calibration.,0.4459
"treatment of sewage sludge, 70% water, WWT, WW from maize starch production, municipal incineration FAE","electricity, for reuse in municipal waste incineration only",CH,kilowatt hour,same_target,0.445991,0.9,False,False,Both mappings select the identical target.,"{""location"": ""CH"", ""name"": ""Electricity from waste, at municipal waste incineration plant"", ""reference product"": ""Electricity from waste, at municipal waste incineration plant"", ""unit"": ""kilowatt hour""}","{""location"": ""CH"", ""name"": ""Electricity from waste, at municipal waste incineration plant"", ""reference product"": ""Electricity from waste, at municipal waste incineration plant"", ""unit"": ""kilowatt hour""}",structural_waste_energy,[Rule waste-energy] 'treatment of X' producing electricity/heat -> 'Electricity/Heat from waste'.,algorithmic,not_applicable,,,,,,,,same_target_score_unchanged,Agreement and provenance are not independent inventory validation or score calibration.,0.445991
"treatment of waste cement-fibre slab, dismantled, municipal incineration FAE","waste cement-fibre slab, dismantled",CH,kilogram,same_target,0.446047,0.7,False,False,Both mappings select the identical target.,"{""location"": ""CH"", ""name"": ""Disposal, cement-fibre slab, 0% water, to municipal incineration"", ""reference product"": ""Disposal, cement-fibre slab, 0% water, to municipal incineration"", ""unit"": ""kilogram""}","{""location"": ""CH"", ""name"": ""Disposal, cement-fibre slab, 0% water, to municipal incineration"", ""reference product"": ""Disposal, cement-fibre slab, 0% water, to municipal incineration"", ""unit"": ""kilogram""}",disposal_fuzzy,[Rule disposal-fuzzy] Best Disposal/Treatment target of same unit at >=0.45.,algorithmic,not_applicable,,,,,,,,same_target_score_unchanged,Agreement and provenance are not independent inventory validation or score calibration.,0.446047
"treatment of sewage sludge, 70% water, WWT-SLF, waste polypropylene, municipal incineration FAE","heat, for reuse in municipal waste incineration only",CH,megajoule,same_target,0.446061,0.9,False,False,Both mappings select the identical target.,"{""location"": ""CH"", ""name"": ""Heat from waste, at municipal waste incineration plant"", ""reference product"": ""Heat from waste, at municipal waste incineration plant"", ""unit"": ""megajoule""}","{""location"": ""CH"", ""name"": ""Heat from waste, at municipal waste incineration plant"", ""reference product"": ""Heat from waste, at municipal waste incineration plant"", ""unit"": ""megajoule""}",structural_waste_energy,[Rule waste-energy] 'treatment of X' producing electricity/heat -> 'Electricity/Heat from waste'.,algorithmic,not_applicable,,,,,,,,same_target_score_unchanged,Agreement and provenance are not independent inventory validation or score calibration.,0.446061
market for carbon monoxide,carbon monoxide,RoW,kilogram,same_target,0.446143,1,False,True,Both mappings select the identical target.,"{""location"": ""RER"", ""name"": ""Carbon monoxide, CO, at plant"", ""reference product"": ""Carbon monoxide, CO, at plant"", ""unit"": ""kilogram""}","{""location"": ""RER"", ""name"": ""Carbon monoxide, CO, at plant"", ""reference product"": ""Carbon monoxide, CO, at plant"", ""unit"": ""kilogram""}",curated,"[Curated] Romain's CSV, auto-reconciled.",auto_reconciled_curated,inherited_location,reconciled_curated_3.10.csv,"{""location"": ""RER"", ""name"": ""market for carbon monoxide"", ""reference product"": ""carbon monoxide"", ""unit"": ""kilogram""}",,,1.0,choice_inherited_without_exact_source_review,geographic_proxy,same_target_score_unchanged,Agreement and provenance are not independent inventory validation or score calibration.,0.446143
"transport, freight, inland waterways, barge tanker","transport, freight, inland waterways, barge tanker",RoW,ton kilometer,same_target,0.4462,0.8,False,True,Both mappings select the identical target.,"{""location"": ""RER"", ""name"": ""Transport, barge tanker"", ""reference product"": ""Transport, barge tanker"", ""unit"": ""ton kilometer""}","{""location"": ""RER"", ""name"": ""Transport, barge tanker"", ""reference product"": ""Transport, barge tanker"", ""unit"": ""ton kilometer""}",transport_mode,[Rule transport] Matched on vehicle mode + unit.,algorithmic,not_applicable,,,,,,,geographic_proxy,same_target_score_unchanged,Agreement and provenance are not independent inventory validation or score calibration.,0.4462
soy-based resin production,"polyester resin, unsaturated",RoW,kilogram,same_target,0.446538,1,False,True,Both mappings select the identical target.,"{""location"": ""RER"", ""name"": ""Polyester resin, unsaturated, at plant"", ""reference product"": ""Polyester resin, unsaturated, at plant"", ""unit"": ""kilogram""}","{""location"": ""RER"", ""name"": ""Polyester resin, unsaturated, at plant"", ""reference product"": ""Polyester resin, unsaturated, at plant"", ""unit"": ""kilogram""}",review,[Manual] Reviewed by hand (Karin).,recorded_decision,exact_source,mapping_decisions.json,"{""location"": ""RoW"", ""name"": ""soy-based resin production"", ""reference product"": ""polyester resin, unsaturated"", ""unit"": ""kilogram""}",,,1.0,,geographic_proxy,same_target_score_unchanged,Agreement and provenance are not independent inventory validation or score calibration.,0.446538
soy-based resin production,"polyester resin, unsaturated",US,kilogram,same_target,0.446538,1,False,True,Both mappings select the identical target.,"{""location"": ""RER"", ""name"": ""Polyester resin, unsaturated, at plant"", ""reference product"": ""Polyester resin, unsaturated, at plant"", ""unit"": ""kilogram""}","{""location"": ""RER"", ""name"": ""Polyester resin, unsaturated, at plant"", ""reference product"": ""Polyester resin, unsaturated, at plant"", ""unit"": ""kilogram""}",review,[Manual] Reviewed by hand (Karin).,recorded_decision,exact_source,mapping_decisions.json,"{""location"": ""US"", ""name"": ""soy-based resin production"", ""reference product"": ""polyester resin, unsaturated"", ""unit"": ""kilogram""}",,,1.0,,geographic_proxy,same_target_score_unchanged,Agreement and provenance are not independent inventory validation or score calibration.,0.446538
"treatment of waste polystyrene, municipal incineration","electricity, for reuse in municipal waste incineration only",GLO,kilowatt hour,same_target,0.446566,0.9,False,True,Both mappings select the identical target.,"{""location"": ""CH"", ""name"": ""Electricity from waste, at municipal waste incineration plant"", ""reference product"": ""Electricity from waste, at municipal waste incineration plant"", ""unit"": ""kilowatt hour""}","{""location"": ""CH"", ""name"": ""Electricity from waste, at municipal waste incineration plant"", ""reference product"": ""Electricity from waste, at municipal waste incineration plant"", ""unit"": ""kilowatt hour""}",structural_waste_energy,[Rule waste-energy] 'treatment of X' producing electricity/heat -> 'Electricity/Heat from waste'.,algorithmic,not_applicable,,,,,,,geographic_proxy,same_target_score_unchanged,Agreement and provenance are not independent inventory validation or score calibration.,0.446566
market for core board,core board,GLO,kilogram,same_target,0.446569,0.9,False,True,Both mappings select the identical target.,"{""location"": ""RER"", ""name"": ""Core board, at plant"", ""reference product"": ""Core board, at plant"", ""unit"": ""kilogram""}","{""location"": ""RER"", ""name"": ""Core board, at plant"", ""reference product"": ""Core board, at plant"", ""unit"": ""kilogram""}",structural_v2v3,"[Rule v2v3] 'X production'/'market for X' = 'X, at plant'.",algorithmic,not_applicable,,,,,,,geographic_proxy,same_target_score_unchanged,Agreement and provenance are not independent inventory validation or score calibration.,0.446569
"treatment of residues, MSWI, residue from mechanical treatment, CRT display, residual material landfill","residues, MSWI, residue from mechanical treatment, CRT display",GLO,kilogram,same_target,0.446576,0.7,False,True,Both mappings select the identical target.,"{""location"": ""CH"", ""name"": ""Disposal, residues, mechanical treatment, CRT screen, in MSWI"", ""reference product"": ""Disposal, residues, mechanical treatment, CRT screen, in MSWI"", ""unit"": ""kilogram""}","{""location"": ""CH"", ""name"": ""Disposal, residues, mechanical treatment, CRT screen, in MSWI"", ""reference product"": ""Disposal, residues, mechanical treatment, CRT screen, in MSWI"", ""unit"": ""kilogram""}",disposal_fuzzy,[Rule disposal-fuzzy] Best Disposal/Treatment target of same unit at >=0.45.,algorithmic,not_applicable,,,,,,,geographic_proxy; waste_composition_and_mass_basis_unverified,same_target_score_unchanged,Agreement and provenance are not independent inventory validation or score calibration.,0.446576
biogas purification to biomethane by pressure swing adsorption,"biomethane, high pressure",RoW,cubic meter,same_target,0.44665,1,False,True,Both mappings select the identical target.,"{""location"": ""CH"", ""name"": ""Biogas purification, to methane, 96 vol-%, pressure swing adsorption"", ""reference product"": ""Biogas purification, to methane, 96 vol-%, pressure swing adsorption"", ""unit"": ""cubic meter""}","{""location"": ""CH"", ""name"": ""Biogas purification, to methane, 96 vol-%, pressure swing adsorption"", ""reference product"": ""Biogas purification, to methane, 96 vol-%, pressure swing adsorption"", ""unit"": ""cubic meter""}",review,[Manual] exact/good proxy:  | Reviewed by hand (Karin).,recorded_decision,exact_source,mapping_decisions.json,"{""location"": ""RoW"", ""name"": ""biogas purification to biomethane by pressure swing adsorption"", ""reference product"": ""biomethane, high pressure"", ""unit"": ""cubic meter""}",,exact/good proxy,1.0,fit_label_not_recognized_by_branch_generator,geographic_proxy,same_target_score_unchanged,Agreement and provenance are not independent inventory validation or score calibration.,0.44665
"treatment of sewage sludge, 70% water, WWT, WW from glass production, municipal incineration FAE","heat, for reuse in municipal waste incineration only",CH,megajoule,same_target,0.446761,0.9,False,False,Both mappings select the identical target.,"{""location"": ""CH"", ""name"": ""Heat from waste, at municipal waste incineration plant"", ""reference product"": ""Heat from waste, at municipal waste incineration plant"", ""unit"": ""megajoule""}","{""location"": ""CH"", ""name"": ""Heat from waste, at municipal waste incineration plant"", ""reference product"": ""Heat from waste, at municipal waste incineration plant"", ""unit"": ""megajoule""}",structural_waste_energy,[Rule waste-energy] 'treatment of X' producing electricity/heat -> 'Electricity/Heat from waste'.,algorithmic,not_applicable,,,,,,,,same_target_score_unchanged,Agreement and provenance are not independent inventory validation or score calibration.,0.446761
"treatment of sewage sludge, 70% water, WWT-SLF, waste polyethylene, municipal incineration FAE","heat, for reuse in municipal waste incineration only",CH,megajoule,same_target,0.446761,0.9,False,False,Both mappings select the identical target.,"{""location"": ""CH"", ""name"": ""Heat from waste, at municipal waste incineration plant"", ""reference product"": ""Heat from waste, at municipal waste incineration plant"", ""unit"": ""megajoule""}","{""location"": ""CH"", ""name"": ""Heat from waste, at municipal waste incineration plant"", ""reference product"": ""Heat from waste, at municipal waste incineration plant"", ""unit"": ""megajoule""}",structural_waste_energy,[Rule waste-energy] 'treatment of X' producing electricity/heat -> 'Electricity/Heat from waste'.,algorithmic,not_applicable,,,,,,,,same_target_score_unchanged,Agreement and provenance are not independent inventory validation or score calibration.,0.446761
ferrite production,ferrite,GLO,kilogram,same_target,0.446842,0.9,False,False,Both mappings select the identical target.,"{""location"": ""GLO"", ""name"": ""Ferrite, at plant"", ""reference product"": ""Ferrite, at plant"", ""unit"": ""kilogram""}","{""location"": ""GLO"", ""name"": ""Ferrite, at plant"", ""reference product"": ""Ferrite, at plant"", ""unit"": ""kilogram""}",structural_v2v3,"[Rule v2v3] 'X production'/'market for X' = 'X, at plant'.",algorithmic,not_applicable,,,,,,,,same_target_score_unchanged,Agreement and provenance are not independent inventory validation or score calibration.,0.446842
"treatment of waste emulsion paint, municipal incineration","heat, for reuse in municipal waste incineration only",Europe without Switzerland,megajoule,same_target,0.446874,0.9,False,True,Both mappings select the identical target.,"{""location"": ""CH"", ""name"": ""Heat from waste, at municipal waste incineration plant"", ""reference product"": ""Heat from waste, at municipal waste incineration plant"", ""unit"": ""megajoule""}","{""location"": ""CH"", ""name"": ""Heat from waste, at municipal waste incineration plant"", ""reference product"": ""Heat from waste, at municipal waste incineration plant"", ""unit"": ""megajoule""}",structural_waste_energy,[Rule waste-energy] 'treatment of X' producing electricity/heat -> 'Electricity/Heat from waste'.,algorithmic,not_applicable,,,,,,,geographic_proxy,same_target_score_unchanged,Agreement and provenance are not independent inventory validation or score calibration.,0.446874
"treatment of waste emulsion paint, municipal incineration","heat, for reuse in municipal waste incineration only",RoW,megajoule,same_target,0.446874,0.9,False,True,Both mappings select the identical target.,"{""location"": ""CH"", ""name"": ""Heat from waste, at municipal waste incineration plant"", ""reference product"": ""Heat from waste, at municipal waste incineration plant"", ""unit"": ""megajoule""}","{""location"": ""CH"", ""name"": ""Heat from waste, at municipal waste incineration plant"", ""reference product"": ""Heat from waste, at municipal waste incineration plant"", ""unit"": ""megajoule""}",structural_waste_energy,[Rule waste-energy] 'treatment of X' producing electricity/heat -> 'Electricity/Heat from waste'.,algorithmic,not_applicable,,,,,,,geographic_proxy,same_target_score_unchanged,Agreement and provenance are not independent inventory validation or score calibration.,0.446874
"treatment of waste wire plastic, municipal incineration","heat, for reuse in municipal waste incineration only",GLO,megajoule,same_target,0.446874,0.9,False,True,Both mappings select the identical target.,"{""location"": ""CH"", ""name"": ""Heat from waste, at municipal waste incineration plant"", ""reference product"": ""Heat from waste, at municipal waste incineration plant"", ""unit"": ""megajoule""}","{""location"": ""CH"", ""name"": ""Heat from waste, at municipal waste incineration plant"", ""reference product"": ""Heat from waste, at municipal waste incineration plant"", ""unit"": ""megajoule""}",structural_waste_energy,[Rule waste-energy] 'treatment of X' producing electricity/heat -> 'Electricity/Heat from waste'.,algorithmic,not_applicable,,,,,,,geographic_proxy,same_target_score_unchanged,Agreement and provenance are not independent inventory validation or score calibration.,0.446874
"treatment of waste polystyrene, municipal incineration","heat, for reuse in municipal waste incineration only",GLO,megajoule,same_target,0.44689,0.9,False,True,Both mappings select the identical target.,"{""location"": ""CH"", ""name"": ""Heat from waste, at municipal waste incineration plant"", ""reference product"": ""Heat from waste, at municipal waste incineration plant"", ""unit"": ""megajoule""}","{""location"": ""CH"", ""name"": ""Heat from waste, at municipal waste incineration plant"", ""reference product"": ""Heat from waste, at municipal waste incineration plant"", ""unit"": ""megajoule""}",structural_waste_energy,[Rule waste-energy] 'treatment of X' producing electricity/heat -> 'Electricity/Heat from waste'.,algorithmic,not_applicable,,,,,,,geographic_proxy,same_target_score_unchanged,Agreement and provenance are not independent inventory validation or score calibration.,0.44689
"market for alkyd resin, long oil, without solvent, in 70% white spirit solution state","alkyd resin, long oil, without solvent, in 70% white spirit solution state",RoW,kilogram,same_target,0.447057,0.537,False,True,Both mappings select the identical target.,"{""location"": ""RER"", ""name"": ""Alkyd resin, long oil, 70% in white spirit, at plant"", ""reference product"": ""Alkyd resin, long oil, 70% in white spirit, at plant"", ""unit"": ""kilogram""}","{""location"": ""RER"", ""name"": ""Alkyd resin, long oil, 70% in white spirit, at plant"", ""reference product"": ""Alkyd resin, long oil, 70% in white spirit, at plant"", ""unit"": ""kilogram""}",heuristic,[Algorithm] String-similarity match kept >=0.50. VERIFY.,algorithmic,not_applicable,,,,,,,geographic_proxy,same_target_score_unchanged,Agreement and provenance are not independent inventory validation or score calibration.,0.447057
"mine infrastructure construction, open cast, peat","mine infrastructure, open cast, peat",RoW,unit,same_target,0.447174,0.736,False,True,Both mappings select the identical target.,"{""location"": ""NORDEL"", ""name"": ""Open cast mine, peat"", ""reference product"": ""Open cast mine, peat"", ""unit"": ""unit""}","{""location"": ""NORDEL"", ""name"": ""Open cast mine, peat"", ""reference product"": ""Open cast mine, peat"", ""unit"": ""unit""}",heuristic,[Algorithm] String-similarity match kept >=0.50. VERIFY.,algorithmic,not_applicable,,,,,,,geographic_proxy,same_target_score_unchanged,Agreement and provenance are not independent inventory validation or score calibration.,0.447174
"furnace production, wood chips, average storage area, 1000kW","furnace, wood chips, average storage area, 1000kW",RoW,unit,same_target,0.447187,1,False,True,Both mappings select the identical target.,"{""location"": ""CH"", ""name"": ""Furnace, wood chips, hardwood, 1000kW"", ""reference product"": ""Furnace, wood chips, hardwood, 1000kW"", ""unit"": ""unit""}","{""location"": ""CH"", ""name"": ""Furnace, wood chips, hardwood, 1000kW"", ""reference product"": ""Furnace, wood chips, hardwood, 1000kW"", ""unit"": ""unit""}",review,[Manual] Reviewed by hand (Karin).,recorded_decision,exact_source,mapping_decisions.json,"{""location"": ""RoW"", ""name"": ""furnace production, wood chips, average storage area, 1000kW"", ""reference product"": ""furnace, wood chips, average storage area, 1000kW"", ""unit"": ""unit""}",,,1.0,,geographic_proxy,same_target_score_unchanged,Agreement and provenance are not independent inventory validation or score calibration.,0.447187
"market for furnace, wood chips, average storage area, 1000kW","furnace, wood chips, average storage area, 1000kW",GLO,unit,same_target,0.447187,1,False,True,Both mappings select the identical target.,"{""location"": ""CH"", ""name"": ""Furnace, wood chips, hardwood, 1000kW"", ""reference product"": ""Furnace, wood chips, hardwood, 1000kW"", ""unit"": ""unit""}","{""location"": ""CH"", ""name"": ""Furnace, wood chips, hardwood, 1000kW"", ""reference product"": ""Furnace, wood chips, hardwood, 1000kW"", ""unit"": ""unit""}",review,[Manual] Reviewed by hand (Karin).,recorded_decision,exact_source,mapping_decisions.json,"{""location"": ""GLO"", ""name"": ""market for furnace, wood chips, average storage area, 1000kW"", ""reference product"": ""furnace, wood chips, average storage area, 1000kW"", ""unit"": ""unit""}",,,1.0,,geographic_proxy,same_target_score_unchanged,Agreement and provenance are not independent inventory validation or score calibration.,0.447187
treatment of used electric bicycle,used electric bicycle,RoW,unit,same_target,0.447233,1,False,True,Both mappings select the identical target.,"{""location"": ""CH"", ""name"": ""Disposal, electric bicycle"", ""reference product"": ""Disposal, electric bicycle"", ""unit"": ""unit""}","{""location"": ""CH"", ""name"": ""Disposal, electric bicycle"", ""reference product"": ""Disposal, electric bicycle"", ""unit"": ""unit""}",curated,"[Curated] Romain's CSV, auto-reconciled.",auto_reconciled_curated,inherited_location,reconciled_curated_3.10.csv,"{""location"": ""CH"", ""name"": ""treatment of used electric bicycle"", ""reference product"": ""used electric bicycle"", ""unit"": ""unit""}",,,1.0,choice_inherited_without_exact_source_review,geographic_proxy,same_target_score_unchanged,Agreement and provenance are not independent inventory validation or score calibration.,0.447233
chloroacetic acid production,chloroacetic acid,RoW,kilogram,same_target,0.447273,0.9,True,True,Both mappings select the identical target.,"{""location"": ""RER"", ""name"": ""xx Chloroacetic acid, at plant"", ""reference product"": ""xx Chloroacetic acid, at plant"", ""unit"": ""kilogram""}","{""location"": ""RER"", ""name"": ""xx Chloroacetic acid, at plant"", ""reference product"": ""xx Chloroacetic acid, at plant"", ""unit"": ""kilogram""}",structural_v2v3,"[Rule v2v3] 'X production'/'market for X' = 'X, at plant'.",algorithmic,not_applicable,,,,,,,geographic_proxy; deprecated_target,same_target_score_unchanged,Agreement and provenance are not independent inventory validation or score calibration.,0.447273
market for chloroacetic acid,chloroacetic acid,RoW,kilogram,same_target,0.447273,0.9,True,True,Both mappings select the identical target.,"{""location"": ""RER"", ""name"": ""xx Chloroacetic acid, at plant"", ""reference product"": ""xx Chloroacetic acid, at plant"", ""unit"": ""kilogram""}","{""location"": ""RER"", ""name"": ""xx Chloroacetic acid, at plant"", ""reference product"": ""xx Chloroacetic acid, at plant"", ""unit"": ""kilogram""}",structural_v2v3,"[Rule v2v3] 'X production'/'market for X' = 'X, at plant'.",algorithmic,not_applicable,,,,,,,geographic_proxy; deprecated_target,same_target_score_unchanged,Agreement and provenance are not independent inventory validation or score calibration.,0.447273
market for isopropyl acetate,isopropyl acetate,RoW,kilogram,same_target,0.447273,0.9,True,True,Both mappings select the identical target.,"{""location"": ""RER"", ""name"": ""xx Isopropyl acetate, at plant"", ""reference product"": ""xx Isopropyl acetate, at plant"", ""unit"": ""kilogram""}","{""location"": ""RER"", ""name"": ""xx Isopropyl acetate, at plant"", ""reference product"": ""xx Isopropyl acetate, at plant"", ""unit"": ""kilogram""}",structural_v2v3,"[Rule v2v3] 'X production'/'market for X' = 'X, at plant'.",algorithmic,not_applicable,,,,,,,geographic_proxy; deprecated_target,same_target_score_unchanged,Agreement and provenance are not independent inventory validation or score calibration.,0.447273
market for ammonium nitrate,ammonium nitrate,RER,kilogram,same_target,0.447279,0.9,False,False,Both mappings select the identical target.,"{""location"": ""RER"", ""name"": ""Ammonium nitrate, as N, at regional storehouse"", ""reference product"": ""Ammonium nitrate, as N, at regional storehouse"", ""unit"": ""kilogram""}","{""location"": ""RER"", ""name"": ""Ammonium nitrate, as N, at regional storehouse"", ""reference product"": ""Ammonium nitrate, as N, at regional storehouse"", ""unit"": ""kilogram""}",structural_v2v3,"[Rule v2v3] 'X production'/'market for X' = 'X, at plant'.",algorithmic,not_applicable,,,,,,,,same_target_score_unchanged,Agreement and provenance are not independent inventory validation or score calibration.,0.447279
cyclohexanone production,cyclohexanone,RER,kilogram,same_target,0.447443,0.9,True,False,Both mappings select the identical target.,"{""location"": ""RER"", ""name"": ""xx Cyclohexanone, at plant"", ""reference product"": ""xx Cyclohexanone, at plant"", ""unit"": ""kilogram""}","{""location"": ""RER"", ""name"": ""xx Cyclohexanone, at plant"", ""reference product"": ""xx Cyclohexanone, at plant"", ""unit"": ""kilogram""}",structural_v2v3,"[Rule v2v3] 'X production'/'market for X' = 'X, at plant'.",algorithmic,not_applicable,,,,,,,deprecated_target,same_target_score_unchanged,Agreement and provenance are not independent inventory validation or score calibration.,0.447443
market for cyclohexanone,cyclohexanone,RER,kilogram,same_target,0.447443,0.9,True,False,Both mappings select the identical target.,"{""location"": ""RER"", ""name"": ""xx Cyclohexanone, at plant"", ""reference product"": ""xx Cyclohexanone, at plant"", ""unit"": ""kilogram""}","{""location"": ""RER"", ""name"": ""xx Cyclohexanone, at plant"", ""reference product"": ""xx Cyclohexanone, at plant"", ""unit"": ""kilogram""}",structural_v2v3,"[Rule v2v3] 'X production'/'market for X' = 'X, at plant'.",algorithmic,not_applicable,,,,,,,deprecated_target,same_target_score_unchanged,Agreement and provenance are not independent inventory validation or score calibration.,0.447443
"treatment of sewage sludge, 70% water, WWT-SLF, waste polystyrene, municipal incineration FAE","heat, for reuse in municipal waste incineration only",CH,megajoule,same_target,0.447475,0.9,False,False,Both mappings select the identical target.,"{""location"": ""CH"", ""name"": ""Heat from waste, at municipal waste incineration plant"", ""reference product"": ""Heat from waste, at municipal waste incineration plant"", ""unit"": ""megajoule""}","{""location"": ""CH"", ""name"": ""Heat from waste, at municipal waste incineration plant"", ""reference product"": ""Heat from waste, at municipal waste incineration plant"", ""unit"": ""megajoule""}",structural_waste_energy,[Rule waste-energy] 'treatment of X' producing electricity/heat -> 'Electricity/Heat from waste'.,algorithmic,not_applicable,,,,,,,,same_target_score_unchanged,Agreement and provenance are not independent inventory validation or score calibration.,0.447475
"treatment of waste paperboard, municipal incineration","electricity, for reuse in municipal waste incineration only",GLO,kilowatt hour,same_target,0.447727,0.9,False,True,Both mappings select the identical target.,"{""location"": ""CH"", ""name"": ""Electricity from waste, at municipal waste incineration plant"", ""reference product"": ""Electricity from waste, at municipal waste incineration plant"", ""unit"": ""kilowatt hour""}","{""location"": ""CH"", ""name"": ""Electricity from waste, at municipal waste incineration plant"", ""reference product"": ""Electricity from waste, at municipal waste incineration plant"", ""unit"": ""kilowatt hour""}",structural_waste_energy,[Rule waste-energy] 'treatment of X' producing electricity/heat -> 'Electricity/Heat from waste'.,algorithmic,not_applicable,,,,,,,geographic_proxy,same_target_score_unchanged,Agreement and provenance are not independent inventory validation or score calibration.,0.447727
"treatment of sludge from FeCl3 production, underground deposit",sludge from FeCl3 production,RoW,kilogram,same_target,0.447777,0.9,False,True,Both mappings select the identical target.,"{""location"": ""DE"", ""name"": ""Disposal, sludge from FeCl3 production, 30% water, to underground deposit"", ""reference product"": ""Disposal, sludge from FeCl3 production, 30% water, to underground deposit"", ""unit"": ""kilogram""}","{""location"": ""DE"", ""name"": ""Disposal, sludge from FeCl3 production, 30% water, to underground deposit"", ""reference product"": ""Disposal, sludge from FeCl3 production, 30% water, to underground deposit"", ""unit"": ""kilogram""}",structural_disposal,"[Rule disposal] 'treatment of/used|waste X' = 'Disposal/Treatment, X' (exact).",algorithmic,not_applicable,,,,,,,geographic_proxy; waste_composition_and_mass_basis_unverified,same_target_score_unchanged,Agreement and provenance are not independent inventory validation or score calibration.,0.447777
