name,reference product,location,unit,outcome,previous_confidence,candidate_confidence,candidate_deprecated,candidate_geographic_proxy,evidence,previous_target,candidate_target,candidate_method,candidate_reasoning
market for dimethylaminopropylamine,dimethylaminopropylamine,GLO,kilogram,accept_chemical_proxy,0.164087,0.6,False,False,Low-confidence named target does not preserve the source chemical identity; branch provides the correct broad chemical family. Coarse proxy only.,"{""location"": ""GLO"", ""name"": ""Bauxite, at mine"", ""reference product"": ""Bauxite, at mine"", ""unit"": ""kilogram""}","{""location"": ""GLO"", ""name"": ""Chemicals organic, at plant"", ""reference product"": ""Chemicals organic, at plant"", ""unit"": ""kilogram""}",chemical_proxy,"[Rule chem-proxy] generic organic chemistry proxy | No specific BAFU dataset -> generic 'Chemicals organic/inorganic, at plant'. VERIFY (may over-apply)."
market for dimethyldichlorosilane,dimethyldichlorosilane,GLO,kilogram,accept_chemical_proxy,0.145339,0.6,False,False,Low-confidence named target does not preserve the source chemical identity; branch provides the correct broad chemical family. Coarse proxy only.,"{""location"": ""GLO"", ""name"": ""Ammonium chloride, at plant"", ""reference product"": ""Ammonium chloride, at plant"", ""unit"": ""kilogram""}","{""location"": ""GLO"", ""name"": ""Chemicals organic, at plant"", ""reference product"": ""Chemicals organic, at plant"", ""unit"": ""kilogram""}",chemical_proxy,"[Rule chem-proxy] generic organic chemistry proxy | No specific BAFU dataset -> generic 'Chemicals organic/inorganic, at plant'. VERIFY (may over-apply)."
market for dioctyl adipate,dioctyl adipate,GLO,kilogram,accept_chemical_proxy,0.153951,0.6,False,False,Low-confidence named target does not preserve the source chemical identity; branch provides the correct broad chemical family. Coarse proxy only.,"{""location"": ""GLO"", ""name"": ""Cobalt sulfate"", ""reference product"": ""Cobalt sulfate"", ""unit"": ""kilogram""}","{""location"": ""GLO"", ""name"": ""Chemicals organic, at plant"", ""reference product"": ""Chemicals organic, at plant"", ""unit"": ""kilogram""}",chemical_proxy,"[Rule chem-proxy] generic organic chemistry proxy | No specific BAFU dataset -> generic 'Chemicals organic/inorganic, at plant'. VERIFY (may over-apply)."
"market for diode, auxilliaries and energy use","diode, auxilliaries and energy use",GLO,kilogram,accept_functional_match,0.189283,1,False,False,Manufacturing-effort service preserves auxiliary/energy scope rather than finished component supply.,"{""location"": ""GLO"", ""name"": ""Diode, unspecified, at plant"", ""reference product"": ""Diode, unspecified, at plant"", ""unit"": ""kilogram""}","{""location"": ""GLO"", ""name"": ""Production efforts, diodes"", ""reference product"": ""Production efforts, diodes"", ""unit"": ""kilogram""}",review,[Manual] exact:  | Reviewed by hand (Karin).
market for electric bicycle,electric bicycle,GLO,unit,accept_product_match,0.539103,0.9,False,True,Previously inspected exact-product/material-form correction from the initial review.,"{""location"": ""CH"", ""name"": ""Disposal, electric bicycle"", ""reference product"": ""Disposal, electric bicycle"", ""unit"": ""unit""}","{""location"": ""RER"", ""name"": ""Electric bicycle, at regional storage"", ""reference product"": ""Electric bicycle, at regional storage"", ""unit"": ""unit""}",structural_v2v3,"[Rule v2v3] 'X production'/'market for X' = 'X, at plant'."
"market for ethanol, without water, in 99.7% solution state, from fermentation","ethanol, without water, in 99.7% solution state, from fermentation",GLO,kilogram,accept_product_identity,0.268469,1,False,True,"Branch has stronger reference-product token coverage under the same normalization, without losing a checked process distinction.","{""location"": ""CH"", ""name"": ""Ethanol, 95% in H2O, from whey, at fermentation plant"", ""reference product"": ""Ethanol, 95% in H2O, from whey, at fermentation plant"", ""unit"": ""kilogram""}","{""location"": ""BR"", ""name"": ""Ethanol, 99.7% in H2O, from biomass, at distillation"", ""reference product"": ""Ethanol, 99.7% in H2O, from biomass, at distillation"", ""unit"": ""kilogram""}",review,[Manual] Reviewed by hand (Karin).
"market for ethanol, without water, in 99.7% solution state, from fermentation, vehicle grade","ethanol, without water, in 99.7% solution state, from fermentation, vehicle grade",CH,kilogram,accept_product_identity,0.329784,0.4,False,False,"Branch has stronger reference-product token coverage under the same normalization, without losing a checked process distinction.","{""location"": ""CH"", ""name"": ""Ethanol, 95% in H2O, from grass, at fermentation plant"", ""reference product"": ""Ethanol, 95% in H2O, from grass, at fermentation plant"", ""unit"": ""kilogram""}","{""location"": ""CH"", ""name"": ""Ethanol, 99.7% in H2O, from biomass, at distillation"", ""reference product"": ""Ethanol, 99.7% in H2O, from biomass, at distillation"", ""unit"": ""kilogram""}",review,[Manual] rough proxy:  | Reviewed by hand (Karin).
"market for ethanol, without water, in 99.7% solution state, from fermentation, vehicle grade","ethanol, without water, in 99.7% solution state, from fermentation, vehicle grade",RoW,kilogram,accept_product_identity,0.249784,1,False,True,"Branch has stronger reference-product token coverage under the same normalization, without losing a checked process distinction.","{""location"": ""CH"", ""name"": ""Ethanol, 95% in H2O, from grass, at fermentation plant"", ""reference product"": ""Ethanol, 95% in H2O, from grass, at fermentation plant"", ""unit"": ""kilogram""}","{""location"": ""CH"", ""name"": ""Ethanol, 99.7% in H2O, from biomass, at distillation"", ""reference product"": ""Ethanol, 99.7% in H2O, from biomass, at distillation"", ""unit"": ""kilogram""}",review,[Manual] Reviewed by hand (Karin).
market for ethyl tert-butyl ether,ethyl tert-butyl ether,GLO,kilogram,accept_product_identity,0.48607,0.85,False,True,"Branch has stronger reference-product token coverage under the same normalization, without losing a checked process distinction.","{""location"": ""RER"", ""name"": ""Methyl tert-butyl ether, at plant"", ""reference product"": ""Methyl tert-butyl ether, at plant"", ""unit"": ""kilogram""}","{""location"": ""RER"", ""name"": ""Ethyl tert-butyl ether, from bioethanol, at plant"", ""reference product"": ""Ethyl tert-butyl ether, from bioethanol, at plant"", ""unit"": ""kilogram""}",structural_namecore,[Rule namecore] All source-name words appear in a BAFU product.
"market for exhaust air roof hood, steel, DN 400","exhaust air roof hood, steel, DN 400",GLO,unit,accept_product_match,0.698776,0.9,False,True,Previously inspected exact-product/material-form correction from the initial review.,"{""location"": ""CH"", ""name"": ""Disposal, exhaust air roof hood, steel, DN 400"", ""reference product"": ""Disposal, exhaust air roof hood, steel, DN 400"", ""unit"": ""unit""}","{""location"": ""CH"", ""name"": ""Exhaust air roof hood, steel, DN 400, at plant"", ""reference product"": ""Exhaust air roof hood, steel, DN 400, at plant"", ""unit"": ""unit""}",structural_v2v3,"[Rule v2v3] 'X production'/'market for X' = 'X, at plant'."
"market for fibre, cotton","fibre, cotton",GLO,kilogram,accept_product_identity,0.346257,0.9,False,True,"Branch has stronger reference-product token coverage under the same normalization, without losing a checked process distinction.","{""location"": ""GLO"", ""name"": ""Weeving, cotton"", ""reference product"": ""Weeving, cotton"", ""unit"": ""kilogram""}","{""location"": ""US"", ""name"": ""Cotton fibres, at farm"", ""reference product"": ""Cotton fibres, at farm"", ""unit"": ""kilogram""}",structural_v2v3,"[Rule v2v3] 'X production'/'market for X' = 'X, at plant'."
"market for foam glass, electricity from renewable energy products","foam glass, electricity from renewable energy products",GLO,kilogram,accept_product_proxy,0.210385,1,False,True,Branch preserves foam-glass material instead of an unrelated product.,"{""location"": ""GLO"", ""name"": ""xx Glass cullets, panel glass, for CRT glass production, at plant"", ""reference product"": ""xx Glass cullets, panel glass, for CRT glass production, at plant"", ""unit"": ""kilogram""}","{""location"": ""RER"", ""name"": ""Foam glass, at plant"", ""reference product"": ""Foam glass, at plant"", ""unit"": ""kilogram""}",review,[Manual] exact:  | Reviewed by hand (Karin).
market for formaldehyde,formaldehyde,RoW,kilogram,accept_chemical_proxy,0.312676,0.6,False,True,Low-confidence named target does not preserve the source chemical identity; branch provides the correct broad chemical family. Coarse proxy only.,"{""location"": ""RER"", ""name"": ""Steam from the production of formaldehyde"", ""reference product"": ""Steam from the production of formaldehyde"", ""unit"": ""kilogram""}","{""location"": ""GLO"", ""name"": ""Chemicals organic, at plant"", ""reference product"": ""Chemicals organic, at plant"", ""unit"": ""kilogram""}",chemical_proxy,"[Rule chem-proxy] generic organic chemistry proxy | No specific BAFU dataset -> generic 'Chemicals organic/inorganic, at plant'. VERIFY (may over-apply)."
market for glycerin distillate bottom,glycerin distillate bottom,GLO,kilogram,accept_chemical_proxy,0.139147,0.6,False,False,Low-confidence named target does not preserve the source chemical identity; branch provides the correct broad chemical family. Coarse proxy only.,"{""location"": ""GLO"", ""name"": ""Ancillary BoP"", ""reference product"": ""Ancillary BoP"", ""unit"": ""kilogram""}","{""location"": ""GLO"", ""name"": ""Chemicals organic, at plant"", ""reference product"": ""Chemicals organic, at plant"", ""unit"": ""kilogram""}",chemical_proxy,"[Rule chem-proxy] generic organic chemistry proxy | No specific BAFU dataset -> generic 'Chemicals organic/inorganic, at plant'. VERIFY (may over-apply)."
market for grass fibre,grass fibre,GLO,kilogram,accept_product_identity,0.273543,0.85,True,True,"Branch has stronger reference-product token coverage under the same normalization, without losing a checked process distinction.","{""location"": ""RER"", ""name"": ""Glass fibre, at plant"", ""reference product"": ""Glass fibre, at plant"", ""unit"": ""kilogram""}","{""location"": ""CH"", ""name"": ""xx Grass fibres, at digestion"", ""reference product"": ""xx Grass fibres, at digestion"", ""unit"": ""kilogram""}",structural_namecore,[Rule namecore] All source-name words appear in a BAFU product.
market for hexafluoroethane,hexafluoroethane,GLO,kilogram,accept_chemical_proxy,0.152642,0.6,False,False,Low-confidence named target does not preserve the source chemical identity; branch provides the correct broad chemical family. Coarse proxy only.,"{""location"": ""GLO"", ""name"": ""Boron trifluoride, at plant"", ""reference product"": ""Boron trifluoride, at plant"", ""unit"": ""kilogram""}","{""location"": ""GLO"", ""name"": ""Chemicals organic, at plant"", ""reference product"": ""Chemicals organic, at plant"", ""unit"": ""kilogram""}",chemical_proxy,"[Rule chem-proxy] generic organic chemistry proxy | No specific BAFU dataset -> generic 'Chemicals organic/inorganic, at plant'. VERIFY (may over-apply)."
"market for hexamethylene-1,6-diisoncyanate","hexamethylene-1,6-diisoncyanate",RER,kilogram,accept_chemical_proxy,0.153901,0.6,False,True,Low-confidence named target does not preserve the source chemical identity; branch provides the correct broad chemical family. Coarse proxy only.,"{""location"": ""RER"", ""name"": ""3-methyl-1-butanol, at plant"", ""reference product"": ""3-methyl-1-butanol, at plant"", ""unit"": ""kilogram""}","{""location"": ""GLO"", ""name"": ""Chemicals organic, at plant"", ""reference product"": ""Chemicals organic, at plant"", ""unit"": ""kilogram""}",chemical_proxy,"[Rule chem-proxy] generic organic chemistry proxy | No specific BAFU dataset -> generic 'Chemicals organic/inorganic, at plant'. VERIFY (may over-apply)."
"market for hexamethylene-1,6-diisoncyanate","hexamethylene-1,6-diisoncyanate",RoW,kilogram,accept_chemical_proxy,0.074419,0.6,False,True,Low-confidence named target does not preserve the source chemical identity; branch provides the correct broad chemical family. Coarse proxy only.,"{""location"": ""CH"", ""name"": ""Acetylene, at regional storehouse"", ""reference product"": ""Acetylene, at regional storehouse"", ""unit"": ""kilogram""}","{""location"": ""GLO"", ""name"": ""Chemicals organic, at plant"", ""reference product"": ""Chemicals organic, at plant"", ""unit"": ""kilogram""}",chemical_proxy,"[Rule chem-proxy] generic organic chemistry proxy | No specific BAFU dataset -> generic 'Chemicals organic/inorganic, at plant'. VERIFY (may over-apply)."
market for hexamethylenediamine,hexamethylenediamine,GLO,kilogram,accept_chemical_proxy,0.164087,0.6,False,False,Low-confidence named target does not preserve the source chemical identity; branch provides the correct broad chemical family. Coarse proxy only.,"{""location"": ""GLO"", ""name"": ""Bauxite, at mine"", ""reference product"": ""Bauxite, at mine"", ""unit"": ""kilogram""}","{""location"": ""GLO"", ""name"": ""Chemicals organic, at plant"", ""reference product"": ""Chemicals organic, at plant"", ""unit"": ""kilogram""}",chemical_proxy,"[Rule chem-proxy] generic organic chemistry proxy | No specific BAFU dataset -> generic 'Chemicals organic/inorganic, at plant'. VERIFY (may over-apply)."
"market for hydrogen, gaseous, low pressure","hydrogen, gaseous, low pressure",CN,kilogram,accept_functional_match,0.283333,1,False,True,Hydrogen supply replaces storage-tank manufacture; production-route differences remain a proxy limitation.,"{""location"": ""GLO"", ""name"": ""High pressure hydrogen storage tank"", ""reference product"": ""High pressure hydrogen storage tank"", ""unit"": ""kilogram""}","{""location"": ""CH"", ""name"": ""Hydrogen production, steam methane reforming of natural gas, 25 bar"", ""reference product"": ""Hydrogen production, steam methane reforming of natural gas, 25 bar"", ""unit"": ""kilogram""}",review,[Manual] Reviewed by hand (Karin).
"market for hydrogen, gaseous, low pressure","hydrogen, gaseous, low pressure",RER,kilogram,accept_functional_match,0.283333,0.7,False,True,Hydrogen supply replaces storage-tank manufacture; production-route differences remain a proxy limitation.,"{""location"": ""GLO"", ""name"": ""High pressure hydrogen storage tank"", ""reference product"": ""High pressure hydrogen storage tank"", ""unit"": ""kilogram""}","{""location"": ""CH"", ""name"": ""Hydrogen production, steam methane reforming of natural gas, 25 bar"", ""reference product"": ""Hydrogen production, steam methane reforming of natural gas, 25 bar"", ""unit"": ""kilogram""}",review,[Manual] good proxy:  | Reviewed by hand (Karin).
"market for hydrogen, gaseous, low pressure","hydrogen, gaseous, low pressure",RoW,kilogram,accept_functional_match,0.283333,0.7,False,True,Hydrogen supply replaces storage-tank manufacture; production-route differences remain a proxy limitation.,"{""location"": ""GLO"", ""name"": ""High pressure hydrogen storage tank"", ""reference product"": ""High pressure hydrogen storage tank"", ""unit"": ""kilogram""}","{""location"": ""CH"", ""name"": ""Hydrogen production, steam methane reforming of natural gas, 25 bar"", ""reference product"": ""Hydrogen production, steam methane reforming of natural gas, 25 bar"", ""unit"": ""kilogram""}",review,[Manual] good proxy:  | Reviewed by hand (Karin).
"market for hydrogen, gaseous, low pressure","hydrogen, gaseous, low pressure",US,kilogram,accept_functional_match,0.283333,0.7,False,True,Hydrogen supply replaces storage-tank manufacture; production-route differences remain a proxy limitation.,"{""location"": ""GLO"", ""name"": ""High pressure hydrogen storage tank"", ""reference product"": ""High pressure hydrogen storage tank"", ""unit"": ""kilogram""}","{""location"": ""CH"", ""name"": ""Hydrogen production, steam methane reforming of natural gas, 25 bar"", ""reference product"": ""Hydrogen production, steam methane reforming of natural gas, 25 bar"", ""unit"": ""kilogram""}",review,[Manual] good proxy:  | Reviewed by hand (Karin).
"market for hydrogen, gaseous, medium pressure, merchant","hydrogen, gaseous, medium pressure, merchant",RoW,kilogram,accept_functional_match,0.240026,0.7,False,True,Hydrogen supply replaces storage-tank manufacture; production-route differences remain a proxy limitation.,"{""location"": ""GLO"", ""name"": ""High pressure hydrogen storage tank"", ""reference product"": ""High pressure hydrogen storage tank"", ""unit"": ""kilogram""}","{""location"": ""CH"", ""name"": ""Hydrogen production, steam methane reforming of natural gas, 25 bar"", ""reference product"": ""Hydrogen production, steam methane reforming of natural gas, 25 bar"", ""unit"": ""kilogram""}",review,[Manual] good proxy:  | Reviewed by hand (Karin).
"market for hydrogen, gaseous, medium pressure, merchant","hydrogen, gaseous, medium pressure, merchant",US,kilogram,accept_functional_match,0.240026,0.7,False,True,Hydrogen supply replaces storage-tank manufacture; production-route differences remain a proxy limitation.,"{""location"": ""GLO"", ""name"": ""High pressure hydrogen storage tank"", ""reference product"": ""High pressure hydrogen storage tank"", ""unit"": ""kilogram""}","{""location"": ""CH"", ""name"": ""Hydrogen production, steam methane reforming of natural gas, 25 bar"", ""reference product"": ""Hydrogen production, steam methane reforming of natural gas, 25 bar"", ""unit"": ""kilogram""}",review,[Manual] good proxy:  | Reviewed by hand (Karin).
"market for hydropower plant, reservoir","hydropower plant, reservoir",GLO,unit,accept_product_match,0.279937,0.9,False,True,Previously inspected exact-product/material-form correction from the initial review.,"{""location"": ""GLO"", ""name"": ""Gas power plant, 300MWe"", ""reference product"": ""Gas power plant, 300MWe"", ""unit"": ""unit""}","{""location"": ""CH"", ""name"": ""Reservoir hydropower plant"", ""reference product"": ""Reservoir hydropower plant"", ""unit"": ""unit""}",structural_v2v3,"[Rule v2v3] 'X production'/'market for X' = 'X, at plant'."
"market for inorganic phosphorus fertiliser, as P2O5","inorganic phosphorus fertiliser, as P2O5",US,kilogram,accept_nutrient_basis,0.265692,0.7,False,True,Branch preserves the reference-product nutrient mass basis missing from the existing target.,"{""location"": ""US"", ""name"": ""Phosphoric acid, fertiliser grade, 70% in H2O, at plant"", ""reference product"": ""Phosphoric acid, fertiliser grade, 70% in H2O, at plant"", ""unit"": ""kilogram""}","{""location"": ""RER"", ""name"": ""Average mineral fertiliser, as P2O5, at regional storehouse"", ""reference product"": ""Average mineral fertiliser, as P2O5, at regional storehouse"", ""unit"": ""kilogram""}",review,[Manual] good proxy: rule: P2O5/K2O fertiliser proxy | Reviewed by hand (Karin).
"market for insulation spiral-seam duct, rockwool, DN 400, 30 mm","insulation spiral-seam duct, rockwool, DN 400, 30 mm",GLO,meter,accept_product_match,0.761268,0.9,False,True,Previously inspected exact-product/material-form correction from the initial review.,"{""location"": ""CH"", ""name"": ""Disposal, insulation spiral-seam duct, rockwool, DN 400, 30 mm"", ""reference product"": ""Disposal, insulation spiral-seam duct, rockwool, DN 400, 30 mm"", ""unit"": ""meter""}","{""location"": ""RER"", ""name"": ""Insulation spiral-seam duct, rockwool, DN 400, 30 mm, at plant"", ""reference product"": ""Insulation spiral-seam duct, rockwool, DN 400, 30 mm, at plant"", ""unit"": ""meter""}",structural_v2v3,"[Rule v2v3] 'X production'/'market for X' = 'X, at plant'."
market for isobutane,isobutane,GLO,kilogram,accept_chemical_proxy,0.171253,0.6,False,False,Low-confidence named target does not preserve the source chemical identity; branch provides the correct broad chemical family. Coarse proxy only.,"{""location"": ""GLO"", ""name"": ""Butyrolactone"", ""reference product"": ""Butyrolactone"", ""unit"": ""kilogram""}","{""location"": ""GLO"", ""name"": ""Chemicals organic, at plant"", ""reference product"": ""Chemicals organic, at plant"", ""unit"": ""kilogram""}",chemical_proxy,"[Rule chem-proxy] generic organic chemistry proxy | No specific BAFU dataset -> generic 'Chemicals organic/inorganic, at plant'. VERIFY (may over-apply)."
market for isopropylamine,isopropylamine,GLO,kilogram,accept_chemical_proxy,0.177931,0.6,False,False,Low-confidence named target does not preserve the source chemical identity; branch provides the correct broad chemical family. Coarse proxy only.,"{""location"": ""GLO"", ""name"": ""Bauxite, at mine"", ""reference product"": ""Bauxite, at mine"", ""unit"": ""kilogram""}","{""location"": ""GLO"", ""name"": ""Chemicals organic, at plant"", ""reference product"": ""Chemicals organic, at plant"", ""unit"": ""kilogram""}",chemical_proxy,"[Rule chem-proxy] generic organic chemistry proxy | No specific BAFU dataset -> generic 'Chemicals organic/inorganic, at plant'. VERIFY (may over-apply)."
market for lauric diethanolamide,lauric diethanolamide,GLO,kilogram,accept_chemical_proxy,0.160351,0.6,False,False,Low-confidence named target does not preserve the source chemical identity; branch provides the correct broad chemical family. Coarse proxy only.,"{""location"": ""GLO"", ""name"": ""Anode"", ""reference product"": ""Anode"", ""unit"": ""kilogram""}","{""location"": ""GLO"", ""name"": ""Chemicals organic, at plant"", ""reference product"": ""Chemicals organic, at plant"", ""unit"": ""kilogram""}",chemical_proxy,"[Rule chem-proxy] generic organic chemistry proxy | No specific BAFU dataset -> generic 'Chemicals organic/inorganic, at plant'. VERIFY (may over-apply)."
market for m-nitrotoluene,m-nitrotoluene,GLO,kilogram,accept_chemical_proxy,0.133966,0.6,False,False,Low-confidence named target does not preserve the source chemical identity; branch provides the correct broad chemical family. Coarse proxy only.,"{""location"": ""GLO"", ""name"": ""Butyrolactone"", ""reference product"": ""Butyrolactone"", ""unit"": ""kilogram""}","{""location"": ""GLO"", ""name"": ""Chemicals organic, at plant"", ""reference product"": ""Chemicals organic, at plant"", ""unit"": ""kilogram""}",chemical_proxy,"[Rule chem-proxy] generic organic chemistry proxy | No specific BAFU dataset -> generic 'Chemicals organic/inorganic, at plant'. VERIFY (may over-apply)."
market for manganese,manganese,GLO,kilogram,accept_product_match,0.317929,0.9,False,True,Previously inspected exact-product/material-form correction from the initial review.,"{""location"": ""GLO"", ""name"": ""Manganese concentrate, at beneficiation"", ""reference product"": ""Manganese concentrate, at beneficiation"", ""unit"": ""kilogram""}","{""location"": ""RER"", ""name"": ""Manganese, at regional storage"", ""reference product"": ""Manganese, at regional storage"", ""unit"": ""kilogram""}",structural_v2v3,"[Rule v2v3] 'X production'/'market for X' = 'X, at plant'."
market for molybdenum,molybdenum,GLO,kilogram,accept_product_match,0.336579,0.9,False,True,Previously inspected exact-product/material-form correction from the initial review.,"{""location"": ""GLO"", ""name"": ""Molybdenum concentrate, main product"", ""reference product"": ""Molybdenum concentrate, main product"", ""unit"": ""kilogram""}","{""location"": ""RER"", ""name"": ""Molybdenum, at regional storage"", ""reference product"": ""Molybdenum, at regional storage"", ""unit"": ""kilogram""}",structural_v2v3,"[Rule v2v3] 'X production'/'market for X' = 'X, at plant'."
market for naphthalene sulfonic acid,naphthalene sulfonic acid,GLO,kilogram,accept_chemical_proxy,0.218926,0.6,False,False,Low-confidence named target does not preserve the source chemical identity; branch provides the correct broad chemical family. Coarse proxy only.,"{""location"": ""GLO"", ""name"": ""Sodium sulphate from sulfuric acid digestion of spodumene"", ""reference product"": ""Sodium sulphate from sulfuric acid digestion of spodumene"", ""unit"": ""kilogram""}","{""location"": ""GLO"", ""name"": ""Chemicals organic, at plant"", ""reference product"": ""Chemicals organic, at plant"", ""unit"": ""kilogram""}",chemical_proxy,"[Rule chem-proxy] generic organic chemistry proxy | No specific BAFU dataset -> generic 'Chemicals organic/inorganic, at plant'. VERIFY (may over-apply)."
"market for nitrate salts, for solar power application","nitrate salts, for solar power application",GLO,kilogram,accept_chemical_proxy,0.184906,0.6,False,False,Low-confidence named target does not preserve the source chemical identity; branch provides the correct broad chemical family. Coarse proxy only.,"{""location"": ""RER"", ""name"": ""Insulated gate bipolar transistor, electric vehicle application"", ""reference product"": ""Insulated gate bipolar transistor, electric vehicle application"", ""unit"": ""kilogram""}","{""location"": ""GLO"", ""name"": ""Chemicals inorganic, at plant"", ""reference product"": ""Chemicals inorganic, at plant"", ""unit"": ""kilogram""}",chemical_proxy,"[Rule chem-proxy] generic inorganic chemistry proxy | No specific BAFU dataset -> generic 'Chemicals organic/inorganic, at plant'. VERIFY (may over-apply)."
"market for nylon 6, glass-filled","nylon 6, glass-filled",RER,kilogram,accept_product_identity,0.585972,0.9,True,False,"Branch has stronger reference-product token coverage under the same normalization, without losing a checked process distinction.","{""location"": ""RER"", ""name"": ""Nylon 66, glass-filled, at plant"", ""reference product"": ""Nylon 66, glass-filled, at plant"", ""unit"": ""kilogram""}","{""location"": ""RER"", ""name"": ""xx Nylon 6, glass-filled, at plant"", ""reference product"": ""xx Nylon 6, glass-filled, at plant"", ""unit"": ""kilogram""}",structural_v2v3,"[Rule v2v3] 'X production'/'market for X' = 'X, at plant'."
"market for nylon 6, glass-filled","nylon 6, glass-filled",RoW,kilogram,accept_product_identity,0.505972,0.9,True,True,"Branch has stronger reference-product token coverage under the same normalization, without losing a checked process distinction.","{""location"": ""RER"", ""name"": ""Nylon 66, glass-filled, at plant"", ""reference product"": ""Nylon 66, glass-filled, at plant"", ""unit"": ""kilogram""}","{""location"": ""RER"", ""name"": ""xx Nylon 6, glass-filled, at plant"", ""reference product"": ""xx Nylon 6, glass-filled, at plant"", ""unit"": ""kilogram""}",structural_v2v3,"[Rule v2v3] 'X production'/'market for X' = 'X, at plant'."
market for o-aminophenol,o-aminophenol,GLO,kilogram,accept_chemical_proxy,0.11258,0.6,False,False,Low-confidence named target does not preserve the source chemical identity; branch provides the correct broad chemical family. Coarse proxy only.,"{""location"": ""GLO"", ""name"": ""Aluminium collector foil production, for Li-ion battery"", ""reference product"": ""Aluminium collector foil production, for Li-ion battery"", ""unit"": ""kilogram""}","{""location"": ""GLO"", ""name"": ""Chemicals organic, at plant"", ""reference product"": ""Chemicals organic, at plant"", ""unit"": ""kilogram""}",chemical_proxy,"[Rule chem-proxy] generic organic chemistry proxy | No specific BAFU dataset -> generic 'Chemicals organic/inorganic, at plant'. VERIFY (may over-apply)."
market for o-chlorobenzaldehyde,o-chlorobenzaldehyde,GLO,kilogram,accept_chemical_proxy,0.163452,0.6,False,False,Low-confidence named target does not preserve the source chemical identity; branch provides the correct broad chemical family. Coarse proxy only.,"{""location"": ""GLO"", ""name"": ""Ammonium chloride, at plant"", ""reference product"": ""Ammonium chloride, at plant"", ""unit"": ""kilogram""}","{""location"": ""GLO"", ""name"": ""Chemicals organic, at plant"", ""reference product"": ""Chemicals organic, at plant"", ""unit"": ""kilogram""}",chemical_proxy,"[Rule chem-proxy] generic organic chemistry proxy | No specific BAFU dataset -> generic 'Chemicals organic/inorganic, at plant'. VERIFY (may over-apply)."
market for o-chlorotoluene,o-chlorotoluene,RER,kilogram,accept_chemical_proxy,0.158307,0.6,False,True,Low-confidence named target does not preserve the source chemical identity; branch provides the correct broad chemical family. Coarse proxy only.,"{""location"": ""RER"", ""name"": ""Alachlor, at regional storehouse"", ""reference product"": ""Alachlor, at regional storehouse"", ""unit"": ""kilogram""}","{""location"": ""GLO"", ""name"": ""Chemicals organic, at plant"", ""reference product"": ""Chemicals organic, at plant"", ""unit"": ""kilogram""}",chemical_proxy,"[Rule chem-proxy] generic organic chemistry proxy | No specific BAFU dataset -> generic 'Chemicals organic/inorganic, at plant'. VERIFY (may over-apply)."
market for o-chlorotoluene,o-chlorotoluene,RoW,kilogram,accept_chemical_proxy,0.078307,0.6,False,True,Low-confidence named target does not preserve the source chemical identity; branch provides the correct broad chemical family. Coarse proxy only.,"{""location"": ""RER"", ""name"": ""Alachlor, at regional storehouse"", ""reference product"": ""Alachlor, at regional storehouse"", ""unit"": ""kilogram""}","{""location"": ""GLO"", ""name"": ""Chemicals organic, at plant"", ""reference product"": ""Chemicals organic, at plant"", ""unit"": ""kilogram""}",chemical_proxy,"[Rule chem-proxy] generic organic chemistry proxy | No specific BAFU dataset -> generic 'Chemicals organic/inorganic, at plant'. VERIFY (may over-apply)."
market for o-cresol,o-cresol,GLO,kilogram,accept_chemical_proxy,0.118787,0.6,False,False,Low-confidence named target does not preserve the source chemical identity; branch provides the correct broad chemical family. Coarse proxy only.,"{""location"": ""GLO"", ""name"": ""Cathode-ray tube, CRT screen, at plant"", ""reference product"": ""Cathode-ray tube, CRT screen, at plant"", ""unit"": ""kilogram""}","{""location"": ""GLO"", ""name"": ""Chemicals organic, at plant"", ""reference product"": ""Chemicals organic, at plant"", ""unit"": ""kilogram""}",chemical_proxy,"[Rule chem-proxy] generic organic chemistry proxy | No specific BAFU dataset -> generic 'Chemicals organic/inorganic, at plant'. VERIFY (may over-apply)."
market for o-nitrophenol,o-nitrophenol,RER,kilogram,accept_chemical_proxy,0.153636,0.6,False,True,Low-confidence named target does not preserve the source chemical identity; branch provides the correct broad chemical family. Coarse proxy only.,"{""location"": ""RER"", ""name"": ""1-propanol, at plant"", ""reference product"": ""1-propanol, at plant"", ""unit"": ""kilogram""}","{""location"": ""GLO"", ""name"": ""Chemicals organic, at plant"", ""reference product"": ""Chemicals organic, at plant"", ""unit"": ""kilogram""}",chemical_proxy,"[Rule chem-proxy] generic organic chemistry proxy | No specific BAFU dataset -> generic 'Chemicals organic/inorganic, at plant'. VERIFY (may over-apply)."
market for o-nitrophenol,o-nitrophenol,RoW,kilogram,accept_chemical_proxy,0.073636,0.6,False,True,Low-confidence named target does not preserve the source chemical identity; branch provides the correct broad chemical family. Coarse proxy only.,"{""location"": ""RER"", ""name"": ""1-propanol, at plant"", ""reference product"": ""1-propanol, at plant"", ""unit"": ""kilogram""}","{""location"": ""GLO"", ""name"": ""Chemicals organic, at plant"", ""reference product"": ""Chemicals organic, at plant"", ""unit"": ""kilogram""}",chemical_proxy,"[Rule chem-proxy] generic organic chemistry proxy | No specific BAFU dataset -> generic 'Chemicals organic/inorganic, at plant'. VERIFY (may over-apply)."
